,4,8,10,22,25,31,36,48,54,60,63,69,89,90,91,92,93
4,0,0,0,0,0,0,3863181,0,0,0,480498,5501,0,0,0,0,0
8,0,0,0,0,0,555265,0,0,0,0,0,12032,0,0,0,0,0
10,0,0,0,0,0,55526,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,59210,0,73905,0,59210,59210,0,278,0,0,0,0,0
25,0,0,0,0,0,349424,314295,0,0,0,29741,215702,0,0,0,0,0
31,0,0,0,0,0,0,8290,250000,349424,349424,0,555,0,0,0,0,0
36,0,0,0,0,0,0,0,0,314295,314295,0,250454,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,29741,215702,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,29741,215702,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,567608,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0